	size	noverlap	hg_fdr	fej_fdr	ks_fdr
GO:1904427	54	36	1.19735173105937e-22	7.74709324341092e-22	0.0290077785213016
GO:1904375	69	35	9.96545078230398e-17	4.89637652958458e-16	0.031707604643842
GO:2000756	52	16	6.37877223401676e-05	0.000194140920259224	0.682506023945545
GO:0015833	73	24	2.38457687692467e-07	7.71660426654339e-07	0.197921643320162
GO:0015807	60	4	0.963557868386318	1	0.696507170011859
GO:0015850	133	31	1.546704343077e-05	3.59596949993802e-05	0.480751566672822
GO:0015849	266	49	5.59707106379476e-05	0.000103293972518357	0.770407946126075
GO:0036498	56	6	0.606651194520886	0.786508036163962	0.783098351239801
GO:0048489	76	55	5.27703748187364e-37	3.67656882580528e-36	0.00212818011166404
GO:1902579	71	6	0.845175192751972	0.9627085650781	0.109549899207849
GO:1902581	65	5	0.903787468505418	1	0.149654989562334
GO:1902583	65	5	0.903787468505418	1	0.149654989562334
GO:1902532	443	207	3.29333024727251e-87	1.50328806483633e-86	7.44732469594571e-06
GO:0048469	120	35	1.31547573683938e-08	3.79162380093547e-08	0.283759784556049
GO:0097485	196	41	1.14609093896142e-05	2.40775544293832e-05	0.178199066010562
GO:0097480	76	55	5.27703748187364e-37	3.67656882580528e-36	0.00212818011166404
GO:0097479	78	56	2.3696687114187e-37	1.63729582269188e-36	0.00161136822725861
GO:1902593	100	16	0.0623799587287466	0.103527285300372	0.27275323435887
GO:0097435	327	58	3.62274663402827e-05	6.43603893092699e-05	0.0904393951181935
GO:0097529	96	34	7.36217484036855e-11	2.55375251928674e-10	0.249529185152307
GO:0097530	73	18	0.000484057167414836	0.00118968492388531	0.337630334795041
GO:0048562	117	34	2.35021329933928e-08	6.73913937593096e-08	0.296183921563165
GO:0048565	60	19	8.27123599510588e-06	2.57370139807285e-05	0.324224807668774
GO:1902402	61	12	0.0263214280989307	0.0530510144655162	0.833436511934025
GO:1902403	61	12	0.0263214280989307	0.0530510144655162	0.833436511934025
GO:0048568	122	36	5.82685717925821e-09	1.69451645568427e-08	0.575062219909008
GO:1902400	61	12	0.0263214280989307	0.0530510144655162	0.833436511934025
GO:0048588	76	25	1.30921297482377e-07	4.24592556373223e-07	0.226421777464955
GO:0048589	280	73	7.9468613402969e-14	2.04116105440143e-13	0.210907225665927
GO:0048598	398	103	8.34519496845002e-19	2.13077264059481e-18	0.0774974047688061
GO:1902476	93	6	1	1	0.545602489599764
GO:0048514	79	31	2.60900940648117e-11	9.99148075130032e-11	0.0497977992662681
GO:0048525	87	75	1.76391710742715e-60	1.46583057727598e-59	2.01005803930641e-05
GO:0048524	98	24	6.27028123201199e-05	0.000152846315762823	0.0314246625564218
GO:0048534	167	58	3.60508736239438e-17	1.22532798244703e-16	0.00568899599170779
GO:0048545	215	73	1.12402889411037e-20	3.73939666568739e-20	0.0213890438916191
GO:0048511	284	243	2.21162881567315e-197	1.84755068949543e-196	1.02085007114283e-13
GO:0051881	61	25	7.75808926774252e-10	3.11511134326897e-09	0.121002381223755
GO:0051896	122	66	9.61832997747359e-33	5.0875905563442e-32	0.00740198025863783
GO:0051899	64	15	0.0024808041006628	0.00582531128823921	0.568404058018715
GO:0051897	81	37	9.4142357113104e-16	4.19304727990104e-15	0.136454194165313
GO:0048259	74	39	2.92354267026101e-19	1.48606608130846e-18	0.0286235619705307
GO:0000280	304	51	0.000427523133120323	0.00072429477828546	0.493649487605058
GO:0048278	56	22	2.0955343975565e-08	8.02720777263516e-08	0.133498593239281
GO:0036294	104	42	2.14450228922914e-15	8.50732624019329e-15	0.410881835179716
GO:0036293	259	99	1.81384754892491e-32	6.78294046108936e-32	0.0909069258218423
GO:0048208	61	2	1	1	0.501616764004781
GO:0051851	53	29	3.33260970054282e-15	1.76841471318159e-14	0.19171165812533
GO:1904951	498	171	2.15860738039241e-48	7.30754393399478e-48	5.35789872702086e-06
GO:1904950	199	196	1.37859832884867e-190	1.32559333335643e-189	2.55212517785708e-12
GO:1902305	54	19	1.420389435785e-06	4.90561817849212e-06	0.265881535027722
GO:0048232	372	66	1.04238368226648e-05	1.86186927405811e-05	0.0629479974450526
GO:0048285	331	54	0.000578623551897039	0.00095423278895985	0.381696658282303
GO:0048284	125	39	2.19971975894881e-10	6.75370191454909e-10	0.284193680795891
GO:0097191	98	43	2.68372717871121e-17	1.14716626215939e-16	0.273920165134811
GO:0097190	270	95	6.21065969070406e-28	2.15352954075893e-27	0.0685867283509255
GO:0097193	148	46	5.95108311982427e-12	1.83072035392043e-11	0.188960328135379
GO:0002831	129	63	5.38610679735509e-28	2.56442401020323e-27	0.016526593119188
GO:0014823	55	23	2.39252693224272e-09	9.79421333379629e-09	0.055549855124234
GO:0002819	125	77	1.26883872848414e-43	7.57895487991773e-43	2.91680973286383e-05
GO:0097164	170	27	0.0192923070098725	0.0313137200285095	0.137533306307182
GO:0002821	77	39	1.79254655422728e-18	8.8719777659654e-18	0.00828411612318418
GO:0002822	114	70	1.3447983068541e-39	8.06987621796389e-39	0.000298603968205637
GO:0002824	73	36	1.14251696377078e-16	5.44828814249602e-16	0.0175494570221087
GO:0051806	82	24	2.47814758864153e-06	7.16672525021522e-06	0.106252397831682
GO:0051817	88	43	1.74657322591174e-19	8.32035811889407e-19	0.187407310964901
GO:0000226	292	36	0.175402251098398	0.227084081593247	0.473680856369055
GO:0051828	82	24	2.47814758864153e-06	7.16672525021522e-06	0.106252397831682
GO:0000209	244	30	0.210717195162653	0.273347244723067	0.989905942436472
GO:0061337	68	7	0.645571005913517	0.806697049790041	0.185023527880201
GO:0061351	50	9	0.0848956852951502	0.160015530746321	0.603088779692332
GO:0000398	233	13	1	1	0.774684243247556
GO:0051961	261	107	2.87288349186847e-38	1.16394843333877e-37	0.0690970776493608
GO:0051962	442	126	6.66921773898534e-27	1.87365317443482e-26	0.0756808054916481
GO:0051965	62	13	0.0126342208969462	0.0268971868147165	0.235672449890911
GO:0051966	52	27	1.64509365406519e-13	8.26014288144935e-13	0.305534970095681
GO:0051963	81	20	0.000230702121094795	0.000569210087883539	0.192514501351939
GO:0051983	81	17	0.00440929315442166	0.00933057097943261	0.0571999598599841
GO:1902275	151	40	2.35021329933928e-08	6.16922926271783e-08	0.108795901373271
GO:1904892	136	49	2.0155228649061e-15	7.1236402647132e-15	0.1606395444676
GO:1904894	70	35	1.74610511164789e-16	8.53709601626252e-16	0.0692683950093514
GO:0097305	148	52	9.09009115731364e-16	3.13834660591222e-15	0.160211621878466
GO:0061387	101	51	9.7710476661937e-24	4.81538408089979e-23	0.0549397504512496
GO:1990778	122	26	0.000347322403131223	0.0007428730616071	0.358034260054709
GO:0000302	177	84	7.21815484445797e-36	3.34961628124683e-35	0.00194237293661447
GO:0014910	55	32	1.07167738697874e-17	6.04305598330637e-17	0.0224670390145234
GO:0051928	99	52	3.24520115336597e-25	1.65810131756025e-24	0.0280031306248318
GO:0051924	197	116	1.79140478498203e-62	1.0326944648191e-61	0.000289933728045689
GO:0051952	71	50	8.24168148048442e-33	5.62605904587828e-32	0.0126048478335271
GO:0000377	233	13	1	1	0.774684243247556
GO:1990748	84	67	1.12723011707242e-49	8.85828136798494e-49	0.000930899669847862
GO:0000375	239	13	1	1	0.812734905780297
GO:1900371	136	46	2.04959729129724e-13	6.81732407740453e-13	0.179771576224999
GO:1900373	98	29	1.67993562768856e-07	4.90945217612409e-07	0.160426022994154
GO:0071241	156	56	2.35580400331741e-17	8.30735713963101e-17	0.0300912051003332
GO:0071248	133	50	1.43211119153113e-16	5.28873593870319e-16	0.0447077588227308
GO:0071277	50	16	3.75778559256585e-05	0.000118574323679918	0.150862960517778
GO:0034284	128	57	5.97741847741716e-23	2.60571304803477e-22	0.00826408710919838
GO:0071260	71	25	2.89427762137459e-08	9.94640027875416e-08	0.0406558474905846
GO:0071216	139	75	5.61954921127254e-37	2.96414252952963e-36	0.000140769731188828
GO:0071214	263	80	2.96661743456935e-19	8.90260217607683e-19	0.00635022409010715
GO:0071219	119	67	1.16650186636818e-34	6.39237083061566e-34	0.000260459436106957
GO:2001020	160	47	3.11973399079192e-11	9.07345983440642e-11	0.0951896729026623
GO:2001021	54	20	2.87426002864048e-07	1.04292943114578e-06	0.423818116879985
GO:2001022	73	21	1.42369091652343e-05	4.03788434377578e-05	0.155835466601653
GO:0071230	59	15	0.00103304698326504	0.0026242139011367	0.71525606647141
GO:0071222	111	66	3.73072231897377e-36	2.15615792148334e-35	6.99518982821834e-05
GO:0071229	189	62	6.5819891470306e-17	2.12869643247120e-16	0.329476204414691
GO:0000904	91	26	1.54656032268452e-06	4.37721545823655e-06	0.362693374706058
GO:0000902	151	38	2.21957138160093e-07	5.53672825510522e-07	0.306677952562148
GO:2001056	126	44	1.96722536304018e-13	6.73465160223454e-13	0.0149858494024931
GO:0000910	78	12	0.126667153660145	0.206231181116739	0.0520032851137728
GO:0009201	59	1	1	1	0.960701589996105
GO:0009206	53	1	1	1	0.820476715553296
GO:0009205	142	11	0.960603046967795	1	0.749606964631689
GO:0048812	190	44	3.08555347066653e-07	7.13608779138449e-07	0.171856001120064
GO:0048814	70	20	2.53900076832316e-05	7.18571849625412e-05	0.209444776183261
GO:0010212	139	46	4.9897978451933e-13	1.62662505681025e-12	0.0901884025914117
GO:0009247	55	0	1	1	0.864297605568065
GO:0010257	62	3	1	1	0.993593399345419
GO:0009259	286	26	0.86644113259292	0.931811879208209	0.915203812897185
GO:0009260	134	7	1	1	0.638326722590911
GO:0009266	143	54	6.82669432253327e-18	2.5318950559081e-17	0.0602263535805567
GO:0009267	115	29	5.952908901084e-06	1.48980976408892e-05	0.0501598234967838
GO:1902905	157	51	6.0193842459561e-14	1.9257197688713e-13	0.2573104020045
GO:1902903	283	79	1.20694221791872e-16	3.33630161603536e-16	0.0580731167759798
GO:1902904	105	23	0.000507985212348808	0.00111445919327176	0.0724549193596699
GO:0048844	52	23	6.2679760332404e-10	2.7180670718519e-09	0.108260453043728
GO:0034250	114	28	1.45022140173503e-05	3.54604996076958e-05	0.269252641783925
GO:0048858	199	45	4.62708053390861e-07	1.03982379864471e-06	0.248019078309212
GO:0048857	58	9	0.170565823319725	0.282607807760776	0.864297605568065
GO:0048863	57	16	0.00021031523590995	0.000587457234843941	0.851269313042842
GO:0034248	348	59	0.000114451688181802	0.000194256473020444	0.588911293690466
GO:0034249	124	29	2.72135329136739e-05	6.37689189127423e-05	0.931344643391742
GO:0048872	116	42	1.75052168856696e-13	6.2126429877287e-13	0.0555572164823081
GO:0048871	110	34	4.25064533697092e-09	1.2920617432598e-08	0.205104704295015
GO:0071375	154	52	5.79513136335777e-15	1.91702306147395e-14	0.0204670299849313
GO:0071363	230	87	3.18223671512417e-28	1.17803485448631e-27	0.109390940804837
GO:0071398	53	20	2.02242752478532e-07	7.48906957890033e-07	0.501123495691476
GO:0071396	326	127	1.52071623939171e-42	5.82843664659432e-42	0.00160397241855295
GO:0071383	69	27	5.47007803714872e-10	2.09727984053537e-09	0.181230547420972
GO:0071384	58	24	1.36964397672391e-09	5.56689674648862e-09	0.189032748118556
GO:0071385	54	23	1.55366063007814e-09	6.50698994890825e-09	0.130213683591211
GO:0071333	51	23	3.93619079325727e-10	1.72919973286519e-09	0.0754408742562843
GO:0071331	54	23	1.55366063007814e-09	6.50698994890825e-09	0.113066543846836
GO:1902882	72	37	7.4812662790155e-18	3.74219223616525e-17	0.171697738222958
GO:0046394	261	24	0.840587407486606	0.911903211997455	0.246991447487752
GO:0046395	217	14	1	1	0.95785580598118
GO:0071322	62	28	4.44892264443308e-12	1.96917070707868e-11	0.0358865932604228
GO:0071326	55	24	3.7016277605151e-10	1.57757613489726e-09	0.130043018864059
GO:0046390	137	8	1	1	0.736667164265554
GO:0071356	108	41	5.51743336603468e-14	2.04116105440143e-13	0.147582189301821
GO:0071347	70	30	3.88587782356357e-12	1.62569920899411e-11	0.344188596691761
GO:0071345	230	95	2.29177522801277e-34	9.18376742293371e-34	0.0040256380996786
GO:0071346	55	19	1.94544621291746e-06	6.61949296104731e-06	0.287265732035937
GO:0009314	405	119	1.03935130103322e-26	3.02911057105943e-26	0.0580774217282622
GO:0009311	68	1	1	1	0.929907936783813
GO:0009308	58	11	0.0420320234627941	0.0821973549229676	0.126161109788777
GO:0000956	189	11	1	1	0.575062219909008
GO:0009301	70	2	1	1	0.935377985656007
GO:0009306	120	38	2.33385760948812e-10	7.27209023195123e-10	0.201395428899641
GO:0010324	52	7	0.344051884722552	0.51636158134194	0.898299314599617
GO:0034341	79	30	1.39653748921375e-10	5.20060735335600e-10	0.0832120436917984
GO:0010389	55	13	0.00445698056074235	0.0105835131167794	0.511402289986379
GO:0034332	72	21	1.1318133612954e-05	3.25616274082561e-05	0.373296597610322
GO:1902850	61	6	0.699140137193565	0.860100868090926	0.0928010867073107
GO:0034330	185	40	6.47491800065472e-06	1.40002712707306e-05	0.451700050700487
GO:0046365	61	5	0.860412952060538	0.980024581080917	0.706816854008656
GO:0046364	54	8	0.229390577332293	0.369150222762992	0.752286874759528
GO:0034329	129	26	0.000843180115178342	0.00170572621753629	0.604987895298538
GO:0071300	68	23	2.40900800710085e-07	8.00243767894632e-07	0.797443373488272
GO:1902806	147	39	3.3529416556657e-08	8.83555034307266e-08	0.0832120436917984
GO:1902807	95	25	1.19710533882928e-05	3.12044999966353e-05	0.106252397831682
GO:0046324	63	29	1.00796237406789e-12	4.53891599202378e-12	0.393401821292119
GO:0046328	162	57	3.46777372163791e-17	1.1940423858523e-16	0.0685037983911123
GO:0046330	118	37	5.48291436128717e-10	1.6984819777554e-09	0.134999716662894
GO:2001242	148	59	8.43421098317956e-21	3.29328431187191e-20	0.0287326743635076
GO:2001236	153	61	1.78559066523154e-21	6.95579662239065e-21	0.00636836684965339
GO:2001237	100	42	4.09340252394453e-16	1.68837564213241e-15	0.00643402878298695
GO:2001238	52	23	6.2679760332404e-10	2.7180670718519e-09	0.416277658397745
GO:2001233	371	136	4.63731873212123e-42	1.66230035359874e-41	0.00390954702125551
GO:2001234	205	81	7.72110025424065e-28	2.99568434595985e-27	0.0602263535805567
GO:2001235	175	63	1.87257484637704e-19	6.64918744697361e-19	0.0580774217282622
GO:2001252	67	19	4.56063800308282e-05	0.000128134580851155	0.172341387908589
GO:1902749	63	17	0.00022366096912468	0.00060079325138894	0.129454140054339
GO:2001243	91	38	1.32743384431303e-14	5.42790352669303e-14	0.198134427228531
GO:2001244	53	21	3.68390793265153e-08	1.42705429064593e-07	0.0160113215925937
GO:0046034	119	9	0.960603046967795	1	0.945422764669727
GO:2001257	102	58	1.91196174806892e-30	1.06301864291788e-29	0.0059756510695064
GO:0034097	353	144	4.11724370490067e-51	1.64538144885364e-50	0.000640644430192631
GO:1900182	123	64	1.77810442782016e-30	9.04788422859907e-30	0.00636836684965339
GO:1900181	71	68	1.67391723686375e-62	1.5229371211473e-61	0.00013757476170571
GO:1900180	213	136	7.56136370279868e-80	4.71548929223124e-79	1.66076338463332e-05
GO:0048636	63	32	1.9900626735673e-15	9.77046918519856e-15	0.503068248482397
GO:0022008	53	4	0.901847476751947	1	0.752339506471693
GO:0048634	116	55	8.27175129688961e-24	3.82824596451302e-23	0.0272173786763895
GO:0048639	158	66	1.70922193061229e-24	6.98898017953184e-24	0.157153525624728
GO:0048638	294	148	2.47412416704293e-67	1.21685483483074e-66	0.000196118771059642
GO:0048640	83	76	7.9108404299601e-66	7.07263723577007e-65	1.99726357587249e-06
GO:0048661	72	34	4.12346364596925e-15	1.89599550333958e-14	0.0173225408469358
GO:0048660	112	61	1.50737960024549e-30	8.02798003737018e-30	0.00240957696939948
GO:0048666	128	27	0.00031896039961201	0.000675044236449222	0.743571332190681
GO:0010001	66	19	3.63656690325859e-05	0.000103667034946035	0.0771147851514681
GO:0048608	272	109	6.93104156965593e-38	2.71629226223467e-37	0.0132845113942729
GO:0010043	54	17	2.69809219710697e-05	8.37175719928543e-05	0.965097616087287
GO:0010038	300	96	1.04009452531502e-24	3.27743295177522e-24	0.042475046100318
GO:0010035	434	147	9.25541134589253e-41	3.06586013362329e-40	0.00884267377164774
GO:0009064	68	6	0.807425946312471	0.938832613432903	0.880331106870562
GO:0009063	115	7	1	1	0.929463131374291
GO:0009062	80	7	0.823117961632735	0.940872484242325	0.862579833228625
GO:0009066	55	1	1	1	0.971633378665224
GO:1900034	77	17	0.00253915316720039	0.00563036599058493	0.423818116879985
GO:0071156	106	27	1.02406395630028e-05	2.59429930271124e-05	0.412959853549646
GO:0097746	122	59	5.22984318958724e-26	2.45960210897174e-25	0.0595333668206863
GO:0071158	83	21	0.000111324404863835	0.00027995678373072	0.885505553338877
GO:1900046	84	49	1.46939731404558e-26	8.35585233467569e-26	0.0367626865589676
GO:0097722	51	2	1	1	0.168743097505026
GO:1902652	116	19	0.0355069271039172	0.0598280458119896	0.992963816755359
GO:0046165	72	9	0.382417510063845	0.536073821815038	0.820476715553296
GO:1900006	63	19	1.77769982274227e-05	5.30583978262015e-05	0.254701188931813
GO:0071103	129	24	0.00402695858510891	0.00756905433250618	0.632411155058631
GO:1900076	65	27	1.10855883939212e-10	4.51903223056272e-10	0.637494887387039
GO:0000731	72	19	0.000131265521262512	0.000343791918434044	0.0845044292227648
GO:0000725	80	19	0.000556336436218098	0.00132060962670082	0.820476715553296
GO:0000724	79	19	0.000471640052723343	0.00113025716772067	0.769696721813188
GO:0000723	81	27	2.97760292921892e-08	9.76458149648198e-08	0.0756808054916481
GO:0048705	104	27	7.05060492603624e-06	1.81841041267439e-05	0.883476737925809
GO:0048704	78	22	1.25043307055656e-05	3.49287626077674e-05	0.594147586193368
GO:0009116	280	25	0.890701680508155	0.951291874272427	0.489290073966996
GO:0009119	256	24	0.80644545970278	0.881754072810965	0.629178435189559
GO:0009118	51	20	9.64078174767142e-08	3.7069528930599e-07	0.384126534369279
GO:0009117	400	35	0.952639300754676	0.995485173040041	0.873460277265666
GO:0009123	187	14	1	1	0.748521539979133
GO:0009127	64	2	1	1	0.993593399345419
GO:0009126	162	13	0.950321024020204	1	0.705013565678032
GO:0009124	85	3	1	1	0.993593399345419
GO:0009100	80	11	0.240255331963997	0.358045228954465	0.289262292433665
GO:0009108	133	5	1	1	0.703460270590294
GO:0009152	121	7	1	1	0.384126534369279
GO:0009150	271	26	0.765277965056507	0.847657875517822	0.820595221226672
GO:0009156	76	2	1	1	0.993593399345419
GO:0048754	120	51	1.45888574161081e-19	6.06010670865683e-19	0.0342128828072161
GO:0048762	69	29	1.6040304685877e-11	6.59374552842572e-11	0.226421777464955
GO:0034103	67	36	3.16364640189906e-18	1.66083200624873e-17	0.0585500659459728
GO:0034109	53	19	1.0311586659321e-06	3.62304358481681e-06	0.17436286189117
GO:0009163	116	4	1	1	0.676198470028971
GO:0009161	173	13	0.992849669932439	1	0.864379916758587
GO:0009167	161	13	0.945062638948367	1	0.732419213128584
GO:0009166	61	7	0.517503198350907	0.691541721422266	0.733222621609147
GO:0009165	184	12	1	1	0.622194007010053
GO:1902600	119	0	1	1	0.320960602088537
GO:0009168	64	2	1	1	0.993593399345419
GO:0048771	65	29	2.6618668558005e-12	1.15893540238473e-11	0.797443373488272
GO:0009132	82	6	0.949900848701651	1	0.629178435189559
GO:0009135	60	6	0.681676806084862	0.849291731539962	0.897010566345461
GO:0009141	172	14	0.945062638948367	1	0.651235462098222
GO:0009145	54	1	1	1	0.897010566345461
GO:0009144	149	12	0.941401079631914	1	0.843275693102264
GO:0009142	71	2	1	1	0.797443373488272
GO:0046128	227	18	0.98593606749707	1	0.705013565678032
GO:0046129	87	2	1	1	0.658999144616337
GO:0009199	148	11	0.986840046570344	1	0.875070527660201
GO:0048729	349	122	2.14384000936362e-35	7.3650277356098e-35	0.00714489187873568
GO:0009179	60	6	0.681676806084862	0.849291731539962	0.897010566345461
GO:0048732	238	84	6.31406938011642e-25	2.19420576623231e-24	0.0170117017887438
GO:0009185	62	6	0.71519108267844	0.873901905645295	0.877859763922385
GO:0009187	58	10	0.0892697383465115	0.161072153613823	0.406209225035187
GO:0044085	155	5	1	1	0.971633378665224
GO:0044089	435	123	6.09875292811876e-26	1.71977717081423e-25	0.0121734397636851
GO:0009755	161	49	2.83110621070326e-12	8.52817888633506e-12	0.311276002978249
GO:0009749	118	53	1.24938245061448e-21	5.48123565300881e-21	0.0143766939432611
GO:0010717	70	37	2.18774785941625e-18	1.12753293763287e-17	0.0536240979081381
GO:0009743	145	66	4.78094150390031e-27	2.12228325824016e-26	0.00156336686829429
GO:0009746	123	54	1.89633912826247e-21	8.11374569008123e-21	0.0118056914851798
GO:0010721	279	128	2.4527217578802e-52	1.09977115403115e-51	0.038464798679067
GO:0010720	444	139	2.29177522801277e-34	7.08090614467285e-34	0.00784186803492067
GO:0007015	185	33	0.0016168762977021	0.00289795083622185	0.103908288362468
GO:0007018	219	23	0.568624394354691	0.665729295070587	0.820476715553296
GO:0007009	137	32	1.08091065099942e-05	2.52426572704082e-05	0.512252304372177
GO:0046620	81	43	2.75884650575731e-21	1.42666111802989e-20	0.0368162823910524
GO:0034614	92	36	6.77185189814876e-13	2.61269972472164e-12	0.189806007083885
GO:0034612	131	47	9.13253772603118e-15	3.22551805019866e-14	0.101033528512115
GO:0046634	70	45	5.2232798197676e-27	3.26138068405805e-26	0.0054369756732769
GO:0046637	51	32	4.43378461068486e-19	2.69344057295374e-18	0.0376921506737839
GO:0046635	51	30	7.52537317343605e-17	4.29296095159818e-16	0.0281046358295433
GO:0010639	252	97	4.10724693657861e-32	1.55280563933873e-31	0.00820745836238389
GO:0010633	54	47	1.49356400709389e-38	1.24294997302235e-37	0.00985979696747951
GO:0010632	167	90	3.59279500388069e-44	1.9050916135353e-43	0.00755727383184994
GO:0010634	103	41	8.36276694073052e-15	3.25990984665893e-14	0.168667298348984
GO:0010631	73	27	2.36002218731162e-09	8.59125000672407e-09	0.444328555411778
GO:0022617	73	16	0.00366649897884426	0.00806915762750262	0.134802573878787
GO:0022618	188	11	1	1	0.554276791777726
GO:0022613	66	2	1	1	0.960701589996105
GO:0046649	313	121	3.90787991726352e-40	1.50308561502133e-39	0.000237746263501714
GO:0007005	318	56	6.03504862830498e-05	0.000106807185436148	0.935377985656007
GO:0007006	93	25	8.08429980175357e-06	2.14916086679218e-05	0.560405083381453
GO:0046651	78	27	1.21495930237815e-08	4.11580593259238e-08	0.0832120436917984
GO:0007050	147	53	1.37725799009034e-16	4.88743419517226e-16	0.277354016643496
GO:0007051	107	14	0.253765838907071	0.358133401076024	0.0696863141627205
GO:0007052	60	6	0.681676806084862	0.849291731539962	0.0772050499488769
GO:0007059	95	17	0.0213824869078234	0.0391368477639324	0.536786827910174
GO:0032006	75	16	0.00483378997705745	0.0103966438498815	0.542868919204942
GO:0007062	110	15	0.193300207927258	0.281067304660824	0.897902493701422
GO:0007067	237	23	0.734918120114368	0.824475186295569	0.695249885346167
GO:0034655	344	35	0.634790392477542	0.712379523982028	0.649673227640204
GO:0007032	63	6	0.730680270131516	0.88542724551151	0.871383281083316
GO:0007033	106	20	0.0072147657471076	0.0138219631489523	0.483260507712132
GO:0007030	92	7	0.939171797315607	1	0.507362518459416
GO:0007034	105	17	0.0503463413293809	0.0841536354979753	0.0458342937575743
GO:0034644	67	21	3.27034591724205e-06	1.01279528661391e-05	0.45198375642723
GO:0010676	52	19	7.36563949012908e-07	2.64180246294351e-06	0.0290785236970332
GO:0010675	124	48	1.52378913179504e-16	5.78319962700752e-16	0.00963409521356039
GO:0007043	74	12	0.0939700715902268	0.160015530746321	0.67500868295062
GO:0007041	73	14	0.0207508610813785	0.0406254954830345	0.00847283181737166
GO:0007049	266	44	0.00141213638077214	0.00236107295602498	0.599286465732819
GO:0034637	50	6	0.484970004312252	0.675962553860742	0.989905942436472
GO:0007093	87	24	7.64190722695266e-06	2.08643539367048e-05	0.205104704295015
GO:0019083	114	3	1	1	0.863762560769511
GO:0044042	53	7	0.363093195485394	0.536073821815038	0.969477270470349
GO:0044057	495	184	3.83156149628686e-58	1.40842156774629e-57	6.89590669492711e-05
GO:0032024	67	27	2.51422510410174e-10	9.92273526318061e-10	0.00920505547742799
GO:0007088	141	37	1.02844010634182e-07	2.66786526966905e-07	0.0714961206669457
GO:0044070	100	38	4.52554210206268e-13	1.67586737246356e-12	0.0358136864865001
GO:0032092	79	31	2.60900940648117e-11	9.99148075130032e-11	0.136454194165313
GO:0032091	81	36	6.60250515951229e-15	2.86298356299459e-14	0.465483500883719
GO:0071616	57	1	1	1	0.605937454558853
GO:0032088	67	60	1.16878481036727e-50	1.02204380061388e-49	4.67769262762657e-06
GO:0046683	129	47	4.6701962061537e-15	1.67488323917687e-14	0.0715587734979714
GO:0071621	67	17	0.000488587321322519	0.00123526020852926	0.610723613116151
GO:0010817	469	173	4.59097300360803e-54	1.65533476675488e-53	4.46367054307562e-06
GO:0010812	51	31	6.1266423040367e-18	3.60785359395743e-17	0.310722725777022
GO:0010811	103	36	3.12521074251237e-11	1.07374501821029e-10	0.0128960310640151
GO:0010810	176	73	1.01248630606596e-26	4.10988876176837e-26	0.0095497146813366
GO:0010827	103	35	1.41376453134977e-10	4.73111858782093e-10	0.401301250735615
GO:0010822	173	30	0.00403029805634964	0.00707890610375529	0.835595663426493
GO:0010821	229	53	1.9211172594843e-08	4.40558328196109e-08	0.631988254013328
GO:0010803	51	22	2.67991520182481e-09	1.13020001731003e-08	0.108761138459898
GO:0009880	51	12	0.00650545377577102	0.0154668730260593	0.613997136373972
GO:0007224	72	11	0.146338000210099	0.237338831287186	0.751903911421173
GO:0009887	442	119	3.77614698836168e-23	1.00616132845634e-22	0.0526004165512442
GO:0007218	99	27	2.5791430236183e-06	6.99321106653524e-06	0.361391078371941
GO:0007219	114	28	1.45022140173503e-05	3.54604996076958e-05	0.660527380462336
GO:0009855	65	10	0.15817538266668	0.258570648952679	0.908066515284391
GO:0010830	52	18	3.53708593805213e-06	1.20674627581153e-05	0.56559091597993
GO:0007200	86	24	6.15139062573813e-06	1.70169268036433e-05	0.857724106113476
GO:0007204	201	86	1.53617860915729e-32	6.42917893108912e-32	0.0692683950093514
GO:0009790	220	50	8.90659232856029e-08	2.00513891738107e-07	0.225317325605663
GO:0009792	184	43	3.22925046883061e-07	7.53681927992964e-07	0.271121417563638
GO:0009791	71	14	0.016430791642592	0.0330950189388233	0.332882563621749
GO:0009798	72	19	0.000131265521262512	0.000343791918434044	0.843275693102264
GO:0009799	66	11	0.0922232959870021	0.161012075131443	0.866439751910644
GO:0010771	88	52	1.70852936481345e-28	9.86919178582668e-28	0.00513946696743067
GO:0034728	144	13	0.823219162778003	0.916184266822345	0.721490190559274
GO:0010770	126	40	7.15344168967372e-11	2.24233562226573e-10	0.0513754247108855
GO:0044106	50	11	0.015208734809623	0.033865689244777	0.150290596636961
GO:0007126	73	30	1.40113274462174e-11	5.63212929776833e-11	0.0499565996366585
GO:0010769	260	97	7.73292239466824e-31	2.82285726253049e-30	0.00409232873893372
GO:0007173	55	18	8.65536763666178e-06	2.77519794682458e-05	0.317591573640532
GO:0007179	89	27	2.60430482208419e-07	7.80439037387504e-07	0.120978531926671
GO:0007178	162	52	5.79831195982043e-14	1.83591320338704e-13	0.074430635026989
GO:0007187	184	47	4.85992028643835e-09	1.22935925281123e-08	0.101580547123739
GO:0046700	388	39	0.669251190513129	0.741873992147452	0.645290217445158
GO:0007188	158	41	2.92311298533361e-08	7.53398963198914e-08	0.275250939395255
GO:0007189	82	18	0.0020328724148767	0.00448733014242481	0.738607040049663
GO:0046718	78	24	9.31118632845784e-07	2.82437429676938e-06	0.0994916844922615
GO:0046717	76	30	4.59126262567508e-11	1.78085081199533e-10	0.205104704295015
GO:0007156	155	13	0.90890888814142	0.980024581080917	0.345305731559354
GO:0007159	231	83	3.10808760864307e-25	1.09964618377544e-24	0.00527832340677995
