	size	noverlap	hg_fdr	fej_fdr	ks_fdr
GO:2000146	222	197	4.75720516761704e-166	4.12154299751036e-165	5.52896155259219e-08
GO:0098727	134	35	2.58831591272738e-07	6.72272759811226e-07	0.126558142355845
GO:2000147	406	161	3.15261778214261e-55	1.22192707774828e-54	2.7875004642397e-05
GO:1903844	98	30	4.41801214111682e-08	1.33715291849825e-07	0.292708455422374
GO:1903845	66	17	0.000404526169041418	0.00103839856351362	0.393110185518338
GO:0050768	243	102	1.42668671104087e-37	5.85632412313047e-37	0.092510377298871
GO:0050769	383	116	2.55681472335338e-27	7.6302444719025e-27	0.0526736053419072
GO:0050764	64	35	4.47729356551947e-18	2.38737831362578e-17	0.0756808054916481
GO:2000181	73	40	1.54798860712985e-20	8.2444024510686e-20	0.15088336817854
GO:0050773	120	39	5.68126679437634e-11	1.82056966153776e-10	0.129287767019645
GO:0050771	61	41	7.65725557236339e-26	4.92804139752199e-25	0.00327879411910556
GO:0050772	70	26	4.25064533697092e-09	1.54702127778464e-08	0.49614154854392
GO:0050770	163	66	1.37365968172916e-23	5.43140638687136e-23	0.10666369310613
GO:2000177	71	29	3.68284951664249e-11	1.4699812234537e-10	0.0724549193596699
GO:0050777	116	109	1.04668262041955e-97	9.60233683279826e-97	1.92462472688935e-06
GO:1901215	177	73	1.5157727294464e-26	6.17669579058403e-26	0.110407383437488
GO:1901214	260	105	7.12434886092019e-37	2.85563097984428e-36	0.0316758178721276
GO:1901216	65	29	2.6618668558005e-12	1.15893540238473e-11	0.0458342937575743
GO:1901264	50	3	0.984524399386748	1	0.761066785330239
GO:0098781	89	3	1	1	0.95027632744291
GO:0098754	88	71	2.80399130684723e-53	2.20943027543736e-52	0.000185795844464908
GO:0060191	78	27	1.21495930237815e-08	4.11580593259238e-08	0.814447293184859
GO:0060193	62	19	1.38623113051342e-05	4.17122685371953e-05	0.962603684375806
GO:1901293	188	12	1	1	0.56559091597993
GO:1901292	69	8	0.49078532023361	0.65614962738026	0.660240966540439
GO:0001701	179	42	3.97387137083287e-07	9.26557727768905e-07	0.341202602167419
GO:0001708	64	13	0.0163236836034592	0.0337508990020148	0.660903735417987
GO:0001755	52	30	1.56134114885752e-16	8.73906063389463e-16	0.0100108986533339
GO:0050715	92	45	2.33303225558939e-20	1.1121688515757e-19	8.4451774208543e-05
GO:0050714	206	94	2.76161575264053e-38	1.23215275496988e-37	1.76410830904035e-07
GO:0050728	102	72	5.75500728614721e-47	3.96851012413854e-46	0.000376640282227254
GO:0050729	114	49	4.27473254780585e-19	1.79988227639121e-18	0.000236349690459126
GO:0050727	294	141	1.1055297452978e-60	5.18087942298171e-60	6.42515506327039e-06
GO:1903825	99	4	1	1	0.89492625666946
GO:0001763	150	57	5.58512687123448e-19	2.08844955511363e-18	0.00643402878298695
GO:0050730	217	94	5.08972751722813e-36	2.15615792148334e-35	0.0144179076235839
GO:0001764	110	25	0.000159628876285292	0.000361554564014231	0.541714948525991
GO:0050731	164	72	3.25636096823303e-28	1.39877823701531e-27	0.0645718674712533
GO:1903829	362	115	4.04973738279279e-29	1.25922075431321e-28	0.0551144746623653
GO:0001776	55	24	3.7016277605151e-10	1.57757613489726e-09	0.309254889275258
GO:1903828	139	134	6.68444031235319e-125	6.29120554513033e-124	4.04735649915468e-08
GO:0035113	81	22	2.37373505784897e-05	6.39843985050851e-05	0.623575409077941
GO:0035107	94	25	9.88170524020168e-06	2.59429930271124e-05	0.511929724639776
GO:0035108	94	25	9.88170524020168e-06	2.59429930271124e-05	0.511929724639776
GO:0050708	378	196	1.12826034723398e-92	5.91848906654222e-92	4.77249705171934e-08
GO:0050709	102	99	7.01301723616962e-93	6.41623546572865e-92	1.76410830904035e-07
GO:0050707	141	82	1.05754690136753e-43	6.01040209575911e-43	6.92250912511604e-07
GO:0060249	245	82	1.2015637946832e-22	3.95885328611502e-22	0.0155123176734506
GO:1903779	69	23	3.22925046883061e-07	1.06065165327525e-06	0.358856646229387
GO:0098869	82	65	6.77269759292321e-48	5.19361788932731e-47	0.00303990982635152
GO:0035264	78	17	0.00293132645464542	0.00642659597151115	0.383949254981996
GO:2000021	197	125	7.36396281141039e-73	4.56400144026835e-72	8.33478071917058e-08
GO:1901136	173	26	0.0396190702968685	0.0613027989299576	0.676694354703395
GO:1901137	389	25	1	1	0.852440342674536
GO:2000027	246	73	5.15536572842653e-17	1.50919250574958e-16	0.0884544860620589
GO:1903725	61	30	4.59891282890604e-14	2.17947198945267e-13	0.182906838524126
GO:0050870	207	88	5.02583753070439e-33	2.08988931943478e-32	0.00446425241236722
GO:0050871	86	32	6.26523154244171e-11	2.27962080655344e-10	0.00575370453055938
GO:0050878	376	125	8.64067027457752e-34	2.81044895568158e-33	0.0114369477284701
GO:1903729	78	37	2.0721752455969e-16	9.61393291076726e-16	0.0526004165512442
GO:0050880	130	61	5.7471865125939e-26	2.62284468615845e-25	0.0493956120272005
GO:2000045	135	37	3.03858666979201e-08	8.28923067626299e-08	0.114386894565523
GO:2000060	90	13	0.162651282051626	0.249334523465627	0.997612664127508
GO:1903749	114	14	0.339728974143545	0.457361163017348	0.96731417619855
GO:1903747	127	23	0.00675087337457028	0.012417645902635	0.935377985656007
GO:0050890	251	74	4.64342046936068e-17	1.34532868086902e-16	0.197464301641326
GO:0050891	57	11	0.0375631128795915	0.0744536620975201	0.962992930793171
GO:2000058	99	16	0.0577408280400514	0.096750588648539	0.891627877657925
GO:0035295	176	60	2.76487982521656e-17	9.26036306641845e-17	0.224966399513843
GO:0035296	122	59	5.22984318958724e-26	2.45960210897174e-25	0.0595333668206863
GO:1901184	87	22	7.66299063150435e-05	0.000193119041407903	0.401971751521113
GO:0060271	173	18	0.598163225901497	0.70375430477024	0.89492625666946
GO:0098876	81	17	0.00440929315442166	0.00933057097943261	0.327733527348083
GO:0001822	119	43	9.66359214445805e-14	3.44341545558374e-13	0.172740329235204
GO:0001837	54	23	1.55366063007814e-09	6.50698994890825e-09	0.179771576224999
GO:0001816	74	30	2.10417548240915e-11	8.35684175381184e-11	0.211594839350682
GO:0001818	212	152	8.06358336386575e-101	5.64577893979682e-100	1.80524752375304e-07
GO:0001819	364	158	1.43740240541891e-60	6.0972202877917e-60	9.3885760555403e-06
GO:0001843	74	19	0.000192937776659688	0.00049473164563929	0.398250852928018
GO:0050830	66	24	2.72134891508063e-08	9.6557238220635e-08	0.063377004313144
GO:0050848	76	44	8.45790957686649e-24	4.77720132543354e-23	0.0291593030122508
GO:0050851	198	44	1.03135586181902e-06	2.27680423966009e-06	0.605317250565275
GO:0001889	100	38	4.52554210206268e-13	1.67586737246356e-12	0.463195539655298
GO:0050852	151	30	0.000437850700222117	0.000872514657220947	0.711043017778352
GO:0050853	53	14	0.00102201981994877	0.00268588355579452	0.442144030371617
GO:0001894	141	47	2.04959729129724e-13	6.72941175921205e-13	0.0121734397636851
GO:1903708	160	78	2.17071387989536e-34	1.0170256569157e-33	0.00727070512878792
GO:1903706	306	174	9.08764356574028e-91	5.04726716958152e-90	1.51482861347878e-06
GO:1903707	114	103	7.48180678068235e-88	6.6001433173047e-87	3.34899461829075e-08
GO:0050867	313	129	2.32641451571978e-46	9.37336213664903e-46	1.09212929028808e-05
GO:0050868	86	78	8.97601486880687e-67	7.94891495956605e-66	4.69784700095979e-06
GO:0050865	495	258	4.97741424834695e-124	2.53367749415861e-123	7.82846168842103e-10
GO:0050866	158	145	1.71274131864507e-126	1.53460631936291e-125	3.90191582747927e-12
GO:0050863	299	150	5.49460927326804e-68	2.66861540912496e-67	2.04859791124921e-05
GO:0050864	123	62	1.53808017409645e-28	7.58338270428658e-28	5.14374219792844e-05
GO:0035239	213	85	1.53463084192024e-29	5.99230324391898e-29	0.0206555787857905
GO:0050807	117	29	8.53079402734534e-06	2.09752081985376e-05	0.0474463473351473
GO:0050808	136	34	1.14816239947763e-06	2.8520089493281e-06	0.783098351239801
GO:0050805	56	31	2.34714368023852e-16	1.26324142512261e-15	0.00106028192275345
GO:0050806	102	54	2.39520022231077e-26	1.23267636351702e-25	0.0040256380996786
GO:0050804	281	136	3.83944536719632e-59	1.83822502759464e-58	0.000513269031914201
GO:0050818	88	49	2.50534145870006e-25	1.34901310960359e-24	0.0550676923958869
GO:0050817	171	51	2.36268889949076e-12	6.92501804359248e-12	0.0322113791104088
GO:0050810	52	24	8.92575302212097e-11	4.0196795773902e-10	0.0790179268917132
GO:0050821	131	41	6.75919299148118e-11	2.08889682749088e-10	0.0690970776493608
GO:2000106	77	44	1.75281321588747e-23	9.79789794677749e-23	0.00740722561734008
GO:2000377	150	68	1.02967007109435e-27	4.55181897475165e-27	0.12207922114881
GO:2000379	83	47	9.05934706818733e-25	4.96268616612532e-24	0.0273640723087578
GO:1901019	71	43	2.24885041856262e-24	1.32484613093261e-23	0.0358178580093103
GO:0098542	392	137	1.06656719741546e-39	3.64555176606793e-39	0.0131212224685512
GO:0001501	166	36	1.74687070747968e-05	3.77542557452952e-05	0.310083468980389
GO:0001503	114	35	3.02898832096148e-09	9.23704493535727e-09	0.0150655624925569
GO:0001505	141	96	3.55261002944056e-60	2.36267421483343e-59	7.43560689296161e-06
GO:0001508	75	23	1.6737303117817e-06	5.06334062118859e-06	0.311144096200745
GO:0001510	65	1	1	1	0.462455349087399
GO:0001558	387	198	2.56364608663013e-92	1.28119173172897e-91	0.000289933728045689
GO:0001523	87	12	0.221361026115276	0.329379718801016	0.250521703937434
GO:0001525	252	72	7.47313072726417e-16	2.10988297782539e-15	0.113066543846836
GO:0001570	60	23	1.70385922869207e-08	6.3900003681768e-08	0.229415651665895
GO:0001568	102	24	0.000122929348239549	0.000288333207639852	0.0993190185463121
GO:2000241	125	79	6.30994654593397e-46	3.89650757778251e-45	0.000916425027252771
GO:1903524	84	42	1.56013761547236e-19	7.60429944876601e-19	0.176873439623411
GO:1903522	290	96	6.18094619696186e-26	2.04015591213467e-25	0.0126831909871364
GO:0050672	62	55	5.68345949893938e-46	4.81553231772774e-45	0.000289933728045689
GO:0050673	82	35	6.89110008077718e-14	2.86750370916632e-13	0.00985979696747951
GO:0050670	192	111	1.24895855758842e-58	7.1394582626189e-58	6.68773663759703e-05
GO:0023061	152	96	1.11201534160264e-55	6.86127394733108e-55	5.06534541810386e-06
GO:0050671	127	60	9.27184651154346e-26	4.28618291016073e-25	0.00798382401217783
GO:0050678	287	124	3.24785256437895e-47	1.38244321491681e-46	0.000434667167453449
GO:0050679	158	63	3.85296747681069e-22	1.50077633939931e-21	0.0109318046087777
GO:1903531	168	160	4.9485226995496e-147	4.60115067586914e-146	2.24587015651423e-12
GO:1903532	321	159	4.03053941526366e-71	1.95049340483126e-70	3.2975045286913e-09
GO:1903533	292	139	2.58842140440083e-59	1.20403992285594e-58	0.0026536747103023
GO:0050684	102	15	0.123814241607709	0.191742197033862	0.993593399345419
GO:0050680	117	58	2.74021232695658e-26	1.32485606211761e-25	0.0290077785213016
GO:2000242	54	48	2.60857252764237e-40	2.25132105829243e-39	0.00106028192275345
GO:0050688	81	38	1.29566411682471e-16	5.87943312302461e-16	0.00717700559374605
GO:0035023	124	23	0.00502164293038857	0.00941567117880255	0.316626632405262
GO:0060021	76	25	1.30921297482377e-07	4.24592556373223e-07	0.467728048162289
GO:0035019	66	16	0.00121700618507941	0.00294082809556813	0.46086507178165
